student_id,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average score,total score,pass math,pass reading,pass writing,pass all,performance band,best subject,reading-writing gap,reading-math gap,writing-math gap
526,male,group E,some college,standard,none,68,60,59,62.33,187,True,True,False,False,Average,Math,1,-8,-9
527,male,group C,some high school,free/reduced,completed,56,61,60,59.0,177,False,True,True,False,At Risk,Reading,1,5,4
528,female,group C,high school,free/reduced,none,36,53,43,44.0,132,False,False,False,False,At Risk,Reading,10,17,7
529,female,group D,bachelor's degree,free/reduced,none,29,41,47,39.0,117,False,False,False,False,At Risk,Writing,-6,12,18
530,female,group C,associate's degree,standard,none,62,74,70,68.67,206,True,True,True,True,Average,Reading,4,12,8
531,female,group C,associate's degree,standard,completed,68,67,73,69.33,208,True,True,True,True,Average,Writing,-6,-1,5
532,female,group C,some high school,standard,none,47,54,53,51.33,154,False,False,False,False,At Risk,Reading,1,7,6
533,male,group E,associate's degree,standard,completed,62,61,58,60.33,181,True,True,False,False,Average,Math,3,-1,-4
534,female,group E,associate's degree,standard,completed,79,88,94,87.0,261,True,True,True,True,Excellent,Writing,-6,9,15
535,male,group B,high school,standard,completed,73,69,68,70.0,210,True,True,True,True,Good,Math,1,-4,-5
536,female,group C,bachelor's degree,free/reduced,completed,66,83,83,77.33,232,True,True,True,True,Good,Reading,0,17,17
537,male,group C,associate's degree,standard,completed,51,60,58,56.33,169,False,True,False,False,At Risk,Reading,2,9,7
538,female,group D,high school,standard,none,51,66,62,59.67,179,False,True,True,False,At Risk,Reading,4,15,11
539,male,group E,bachelor's degree,standard,completed,85,66,71,74.0,222,True,True,True,True,Good,Math,-5,-19,-14
540,male,group A,associate's degree,standard,completed,97,92,86,91.67,275,True,True,True,True,Excellent,Math,6,-5,-11
541,male,group C,high school,standard,completed,75,69,68,70.67,212,True,True,True,True,Good,Math,1,-6,-7
542,male,group D,associate's degree,free/reduced,completed,79,82,80,80.33,241,True,True,True,True,Excellent,Reading,2,3,1
543,female,group C,associate's degree,standard,none,81,77,79,79.0,237,True,True,True,True,Good,Math,-2,-4,-2
544,female,group D,associate's degree,standard,none,82,95,89,88.67,266,True,True,True,True,Excellent,Reading,6,13,7
545,female,group D,master's degree,standard,none,64,63,66,64.33,193,True,True,True,True,Average,Writing,-3,-1,2
546,male,group E,some high school,free/reduced,completed,78,83,80,80.33,241,True,True,True,True,Excellent,Reading,3,5,2
547,female,group A,some high school,standard,completed,92,100,97,96.33,289,True,True,True,True,Excellent,Reading,3,8,5
548,male,group C,high school,standard,completed,72,67,64,67.67,203,True,True,True,True,Average,Math,3,-5,-8
549,female,group C,high school,free/reduced,none,62,67,64,64.33,193,True,True,True,True,Average,Reading,3,5,2
550,male,group C,master's degree,standard,none,79,72,69,73.33,220,True,True,True,True,Good,Math,3,-7,-10
551,male,group C,some high school,free/reduced,none,79,76,65,73.33,220,True,True,True,True,Good,Math,11,-3,-14
552,male,group B,bachelor's degree,free/reduced,completed,87,90,88,88.33,265,True,True,True,True,Excellent,Reading,2,3,1
553,female,group B,associate's degree,standard,none,40,48,50,46.0,138,False,False,False,False,At Risk,Writing,-2,8,10
554,male,group D,some college,free/reduced,none,77,62,64,67.67,203,True,True,True,True,Average,Math,-2,-15,-13
555,male,group E,associate's degree,standard,none,53,45,40,46.0,138,False,False,False,False,At Risk,Math,5,-8,-13
556,female,group C,some college,free/reduced,none,32,39,33,34.67,104,False,False,False,False,At Risk,Reading,6,7,1
557,female,group C,associate's degree,standard,completed,55,72,79,68.67,206,False,True,True,False,Average,Writing,-7,17,24
558,male,group C,master's degree,free/reduced,none,61,67,66,64.67,194,True,True,True,True,Average,Reading,1,6,5
559,female,group B,associate's degree,free/reduced,none,53,70,70,64.33,193,False,True,True,False,Average,Reading,0,17,17
560,male,group D,some high school,standard,none,73,66,62,67.0,201,True,True,True,True,Average,Math,4,-7,-11
561,female,group D,some college,standard,completed,74,75,79,76.0,228,True,True,True,True,Good,Writing,-4,1,5
562,female,group C,some college,standard,none,63,74,74,70.33,211,True,True,True,True,Good,Reading,0,11,11
563,male,group C,bachelor's degree,standard,completed,96,90,92,92.67,278,True,True,True,True,Excellent,Math,-2,-6,-4
564,female,group D,some college,free/reduced,completed,63,80,80,74.33,223,True,True,True,True,Good,Reading,0,17,17
565,male,group B,bachelor's degree,free/reduced,none,48,51,46,48.33,145,False,False,False,False,At Risk,Reading,5,3,-2
566,male,group B,associate's degree,standard,none,48,43,45,45.33,136,False,False,False,False,At Risk,Math,-2,-5,-3
567,female,group E,bachelor's degree,free/reduced,completed,92,100,100,97.33,292,True,True,True,True,Excellent,Reading,0,8,8
568,female,group D,master's degree,free/reduced,completed,61,71,78,70.0,210,True,True,True,True,Good,Writing,-7,10,17
569,male,group B,high school,free/reduced,none,63,48,47,52.67,158,True,False,False,False,At Risk,Math,1,-15,-16
570,male,group D,bachelor's degree,free/reduced,none,68,68,67,67.67,203,True,True,True,True,Average,Math,1,0,-1
571,male,group B,some college,standard,completed,71,75,70,72.0,216,True,True,True,True,Good,Reading,5,4,-1
572,male,group A,bachelor's degree,standard,none,91,96,92,93.0,279,True,True,True,True,Excellent,Reading,4,5,1
573,female,group C,some college,standard,none,53,62,56,57.0,171,False,True,False,False,At Risk,Reading,6,9,3
574,female,group C,high school,free/reduced,completed,50,66,64,60.0,180,False,True,True,False,Average,Reading,2,16,14
575,female,group E,high school,standard,none,74,81,71,75.33,226,True,True,True,True,Good,Reading,10,7,-3
576,male,group A,associate's degree,free/reduced,completed,40,55,53,49.33,148,False,False,False,False,At Risk,Reading,2,15,13
577,male,group A,some college,standard,completed,61,51,52,54.67,164,True,False,False,False,At Risk,Math,-1,-10,-9
578,female,group B,high school,standard,none,81,91,89,87.0,261,True,True,True,True,Excellent,Reading,2,10,8
579,female,group B,some college,free/reduced,completed,48,56,58,54.0,162,False,False,False,False,At Risk,Writing,-2,8,10
580,female,group D,master's degree,standard,none,53,61,68,60.67,182,False,True,True,False,Average,Writing,-7,8,15
581,female,group D,some high school,standard,none,81,97,96,91.33,274,True,True,True,True,Excellent,Reading,1,16,15
582,female,group E,some high school,standard,none,77,79,80,78.67,236,True,True,True,True,Good,Writing,-1,2,3
583,female,group D,bachelor's degree,free/reduced,none,63,73,78,71.33,214,True,True,True,True,Good,Writing,-5,10,15
584,female,group D,associate's degree,standard,completed,73,75,80,76.0,228,True,True,True,True,Good,Writing,-5,2,7
585,female,group D,some college,standard,none,69,77,77,74.33,223,True,True,True,True,Good,Reading,0,8,8
586,female,group C,associate's degree,standard,none,65,76,76,72.33,217,True,True,True,True,Good,Reading,0,11,11
587,female,group A,high school,standard,none,55,73,73,67.0,201,False,True,True,False,Average,Reading,0,18,18
588,female,group C,bachelor's degree,free/reduced,none,44,63,62,56.33,169,False,True,True,False,At Risk,Reading,1,19,18
589,female,group C,some college,standard,none,54,64,65,61.0,183,False,True,True,False,Average,Writing,-1,10,11
590,female,group A,some high school,standard,none,48,66,65,59.67,179,False,True,True,False,At Risk,Reading,1,18,17
591,male,group C,some college,free/reduced,none,58,57,54,56.33,169,False,False,False,False,At Risk,Math,3,-1,-4
592,male,group A,some high school,standard,none,71,62,50,61.0,183,True,True,False,False,Average,Math,12,-9,-21
593,male,group E,bachelor's degree,standard,none,68,68,64,66.67,200,True,True,True,True,Average,Math,4,0,-4
594,female,group E,high school,standard,none,74,76,73,74.33,223,True,True,True,True,Good,Reading,3,2,-1
595,female,group C,bachelor's degree,standard,completed,92,100,99,97.0,291,True,True,True,True,Excellent,Reading,1,8,7
596,female,group C,bachelor's degree,standard,completed,56,79,72,69.0,207,False,True,True,False,Average,Reading,7,23,16
597,male,group B,high school,free/reduced,none,30,24,15,23.0,69,False,False,False,False,At Risk,Math,9,-6,-15
598,male,group A,some high school,standard,none,53,54,48,51.67,155,False,False,False,False,At Risk,Reading,6,1,-5
599,female,group D,high school,standard,none,69,77,73,73.0,219,True,True,True,True,Good,Reading,4,8,4
600,female,group D,some high school,standard,none,65,82,81,76.0,228,True,True,True,True,Good,Reading,1,17,16
601,female,group D,master's degree,standard,none,54,60,63,59.0,177,False,True,True,False,At Risk,Writing,-3,6,9
602,female,group C,high school,standard,none,29,29,30,29.33,88,False,False,False,False,At Risk,Writing,-1,0,1
603,female,group E,some college,standard,none,76,78,80,78.0,234,True,True,True,True,Good,Writing,-2,2,4
604,male,group D,high school,free/reduced,none,60,57,51,56.0,168,True,False,False,False,At Risk,Math,6,-3,-9
605,male,group D,master's degree,free/reduced,completed,84,89,90,87.67,263,True,True,True,True,Excellent,Writing,-1,5,6
606,male,group C,some high school,standard,none,75,72,62,69.67,209,True,True,True,True,Average,Math,10,-3,-13
607,female,group C,associate's degree,standard,none,85,84,82,83.67,251,True,True,True,True,Excellent,Math,2,-1,-3
608,female,group C,master's degree,free/reduced,none,40,58,54,50.67,152,False,False,False,False,At Risk,Reading,4,18,14
609,female,group E,some college,standard,none,61,64,62,62.33,187,True,True,True,True,Average,Reading,2,3,1
610,female,group B,associate's degree,standard,none,58,63,65,62.0,186,False,True,True,False,Average,Writing,-2,5,7
611,male,group D,some college,free/reduced,completed,69,60,63,64.0,192,True,True,True,True,Average,Math,-3,-9,-6
612,female,group C,some college,standard,none,58,59,66,61.0,183,False,False,True,False,Average,Writing,-7,1,8
613,male,group C,bachelor's degree,standard,completed,94,90,91,91.67,275,True,True,True,True,Excellent,Math,-1,-4,-3
614,female,group C,associate's degree,standard,none,65,77,74,72.0,216,True,True,True,True,Good,Reading,3,12,9
615,female,group A,associate's degree,standard,none,82,93,93,89.33,268,True,True,True,True,Excellent,Reading,0,11,11
616,female,group C,high school,standard,none,60,68,72,66.67,200,True,True,True,True,Average,Writing,-4,8,12
617,female,group E,bachelor's degree,standard,none,37,45,38,40.0,120,False,False,False,False,At Risk,Reading,7,8,1
618,male,group D,bachelor's degree,standard,none,88,78,83,83.0,249,True,True,True,True,Excellent,Math,-5,-10,-5
619,male,group D,master's degree,standard,none,95,81,84,86.67,260,True,True,True,True,Excellent,Math,-3,-14,-11
620,male,group C,associate's degree,free/reduced,completed,65,73,68,68.67,206,True,True,True,True,Average,Reading,5,8,3
621,female,group C,high school,free/reduced,none,35,61,54,50.0,150,False,True,False,False,At Risk,Reading,7,26,19
622,male,group B,bachelor's degree,free/reduced,none,62,63,56,60.33,181,True,True,False,False,Average,Reading,7,1,-6
623,male,group C,high school,free/reduced,completed,58,51,52,53.67,161,False,False,False,False,At Risk,Math,-1,-7,-6
624,male,group A,some college,standard,completed,100,96,86,94.0,282,True,True,True,True,Excellent,Math,10,-4,-14
625,female,group E,bachelor's degree,free/reduced,none,61,58,62,60.33,181,True,False,True,False,Average,Writing,-4,-3,1
626,male,group D,some college,standard,completed,100,97,99,98.67,296,True,True,True,True,Excellent,Math,-2,-3,-1
627,male,group B,associate's degree,free/reduced,completed,69,70,63,67.33,202,True,True,True,True,Average,Reading,7,1,-6
628,male,group D,associate's degree,standard,none,61,48,46,51.67,155,True,False,False,False,At Risk,Math,2,-13,-15
629,male,group D,some college,free/reduced,none,49,57,46,50.67,152,False,False,False,False,At Risk,Reading,11,8,-3
630,female,group C,some high school,standard,completed,44,51,55,50.0,150,False,False,False,False,At Risk,Writing,-4,7,11
631,male,group D,some college,standard,none,67,64,70,67.0,201,True,True,True,True,Average,Writing,-6,-3,3
632,male,group B,high school,standard,none,79,60,65,68.0,204,True,True,True,True,Average,Math,-5,-19,-14
633,female,group B,bachelor's degree,standard,completed,66,74,81,73.67,221,True,True,True,True,Good,Writing,-7,8,15
634,female,group C,high school,standard,none,75,88,85,82.67,248,True,True,True,True,Excellent,Reading,3,13,10
635,male,group D,some high school,standard,none,84,84,80,82.67,248,True,True,True,True,Excellent,Math,4,0,-4
636,male,group A,high school,standard,none,71,74,64,69.67,209,True,True,True,True,Average,Reading,10,3,-7
637,female,group B,high school,free/reduced,completed,67,80,81,76.0,228,True,True,True,True,Good,Writing,-1,13,14
638,female,group D,some high school,standard,completed,80,92,88,86.67,260,True,True,True,True,Excellent,Reading,4,12,8
639,male,group E,some college,standard,none,86,76,74,78.67,236,True,True,True,True,Good,Math,2,-10,-12
640,female,group D,associate's degree,standard,none,76,74,73,74.33,223,True,True,True,True,Good,Math,1,-2,-3
641,male,group D,high school,standard,none,41,52,51,48.0,144,False,False,False,False,At Risk,Reading,1,11,10
642,female,group D,associate's degree,free/reduced,completed,74,88,90,84.0,252,True,True,True,True,Excellent,Writing,-2,14,16
643,female,group B,some high school,free/reduced,none,72,81,79,77.33,232,True,True,True,True,Good,Reading,2,9,7
644,female,group E,high school,standard,completed,74,79,80,77.67,233,True,True,True,True,Good,Writing,-1,5,6
645,male,group B,high school,standard,none,70,65,60,65.0,195,True,True,True,True,Average,Math,5,-5,-10
646,female,group B,bachelor's degree,standard,completed,65,81,81,75.67,227,True,True,True,True,Good,Reading,0,16,16
647,female,group D,associate's degree,standard,none,59,70,65,64.67,194,False,True,True,False,Average,Reading,5,11,6
648,female,group E,high school,free/reduced,none,64,62,68,64.67,194,True,True,True,True,Average,Writing,-6,-2,4
649,female,group B,high school,standard,none,50,53,55,52.67,158,False,False,False,False,At Risk,Writing,-2,3,5
650,female,group D,some college,standard,completed,69,79,81,76.33,229,True,True,True,True,Good,Writing,-2,10,12
651,male,group C,some high school,free/reduced,completed,51,56,53,53.33,160,False,False,False,False,At Risk,Reading,3,5,2
652,female,group A,high school,standard,completed,68,80,76,74.67,224,True,True,True,True,Good,Reading,4,12,8
653,female,group D,some college,standard,completed,85,86,98,89.67,269,True,True,True,True,Excellent,Writing,-12,1,13
654,female,group A,associate's degree,standard,completed,65,70,74,69.67,209,True,True,True,True,Average,Writing,-4,5,9
655,female,group B,some high school,standard,none,73,79,79,77.0,231,True,True,True,True,Good,Reading,0,6,6
656,female,group B,some college,standard,none,62,67,67,65.33,196,True,True,True,True,Average,Reading,0,5,5
657,male,group C,associate's degree,free/reduced,none,77,67,64,69.33,208,True,True,True,True,Average,Math,3,-10,-13
658,male,group D,some high school,standard,none,69,66,61,65.33,196,True,True,True,True,Average,Math,5,-3,-8
659,female,group D,associate's degree,free/reduced,none,43,60,58,53.67,161,False,True,False,False,At Risk,Reading,2,17,15
660,male,group D,associate's degree,standard,none,90,87,85,87.33,262,True,True,True,True,Excellent,Math,2,-3,-5
661,male,group C,some college,free/reduced,none,74,77,73,74.67,224,True,True,True,True,Good,Reading,4,3,-1
662,male,group C,some high school,standard,none,73,66,63,67.33,202,True,True,True,True,Average,Math,3,-7,-10
663,female,group D,some college,free/reduced,none,55,71,69,65.0,195,False,True,True,False,Average,Reading,2,16,14
664,female,group C,high school,standard,none,65,69,67,67.0,201,True,True,True,True,Average,Reading,2,4,2
665,male,group D,associate's degree,standard,none,80,63,63,68.67,206,True,True,True,True,Average,Math,0,-17,-17
666,female,group C,some high school,free/reduced,completed,50,60,60,56.67,170,False,True,True,False,At Risk,Reading,0,10,10
667,female,group C,some college,free/reduced,completed,63,73,71,69.0,207,True,True,True,True,Average,Reading,2,10,8
668,female,group B,bachelor's degree,free/reduced,none,77,85,87,83.0,249,True,True,True,True,Excellent,Writing,-2,8,10
669,male,group C,some college,standard,none,73,74,61,69.33,208,True,True,True,True,Average,Reading,13,1,-12
670,male,group D,associate's degree,standard,completed,81,72,77,76.67,230,True,True,True,True,Good,Math,-5,-9,-4
671,female,group C,high school,free/reduced,none,66,76,68,70.0,210,True,True,True,True,Good,Reading,8,10,2
672,male,group D,associate's degree,free/reduced,none,52,57,50,53.0,159,False,False,False,False,At Risk,Reading,7,5,-2
673,female,group C,some college,standard,none,69,78,76,74.33,223,True,True,True,True,Good,Reading,2,9,7
674,female,group C,associate's degree,standard,completed,65,84,84,77.67,233,True,True,True,True,Good,Reading,0,19,19
675,female,group D,high school,standard,completed,69,77,78,74.67,224,True,True,True,True,Good,Writing,-1,8,9
676,female,group B,some college,standard,completed,50,64,66,60.0,180,False,True,True,False,Average,Writing,-2,14,16
677,female,group E,some college,standard,completed,73,78,76,75.67,227,True,True,True,True,Good,Reading,2,5,3
678,female,group C,some high school,standard,completed,70,82,76,76.0,228,True,True,True,True,Good,Reading,6,12,6
679,male,group D,associate's degree,free/reduced,none,81,75,78,78.0,234,True,True,True,True,Good,Math,-3,-6,-3
680,male,group D,some college,free/reduced,none,63,61,60,61.33,184,True,True,True,True,Average,Math,1,-2,-3
681,female,group D,high school,standard,none,67,72,74,71.0,213,True,True,True,True,Good,Writing,-2,5,7
682,male,group B,high school,standard,none,60,68,60,62.67,188,True,True,True,True,Average,Reading,8,8,0
683,male,group B,high school,standard,none,62,55,54,57.0,171,True,False,False,False,At Risk,Math,1,-7,-8
684,female,group C,some high school,free/reduced,completed,29,40,44,37.67,113,False,False,False,False,At Risk,Writing,-4,11,15
685,male,group B,some college,standard,completed,62,66,68,65.33,196,True,True,True,True,Average,Writing,-2,4,6
686,female,group E,master's degree,standard,completed,94,99,100,97.67,293,True,True,True,True,Excellent,Writing,-1,5,6
687,male,group E,some college,standard,completed,85,75,68,76.0,228,True,True,True,True,Good,Math,7,-10,-17
688,male,group D,associate's degree,free/reduced,none,77,78,73,76.0,228,True,True,True,True,Good,Reading,5,1,-4
689,male,group A,high school,free/reduced,none,53,58,44,51.67,155,False,False,False,False,At Risk,Reading,14,5,-9
690,male,group E,some college,free/reduced,none,93,90,83,88.67,266,True,True,True,True,Excellent,Math,7,-3,-10
691,female,group C,associate's degree,standard,none,49,53,53,51.67,155,False,False,False,False,At Risk,Reading,0,4,4
692,female,group E,associate's degree,free/reduced,none,73,76,78,75.67,227,True,True,True,True,Good,Writing,-2,3,5
693,female,group C,bachelor's degree,free/reduced,completed,66,74,81,73.67,221,True,True,True,True,Good,Writing,-7,8,15
694,female,group D,associate's degree,standard,none,77,77,73,75.67,227,True,True,True,True,Good,Math,4,0,-4
695,female,group C,some high school,standard,none,49,63,56,56.0,168,False,True,False,False,At Risk,Reading,7,14,7
696,female,group D,some college,free/reduced,none,79,89,86,84.67,254,True,True,True,True,Excellent,Reading,3,10,7
697,female,group C,associate's degree,standard,completed,75,82,90,82.33,247,True,True,True,True,Excellent,Writing,-8,7,15
698,female,group A,bachelor's degree,standard,none,59,72,70,67.0,201,False,True,True,False,Average,Reading,2,13,11
699,female,group D,associate's degree,standard,completed,57,78,79,71.33,214,False,True,True,False,Good,Writing,-1,21,22
700,male,group C,high school,free/reduced,none,66,66,59,63.67,191,True,True,False,False,Average,Math,7,0,-7
701,female,group E,bachelor's degree,standard,completed,79,81,82,80.67,242,True,True,True,True,Excellent,Writing,-1,2,3
702,female,group B,some high school,standard,none,57,67,72,65.33,196,False,True,True,False,Average,Writing,-5,10,15
703,male,group A,bachelor's degree,standard,completed,87,84,87,86.0,258,True,True,True,True,Excellent,Math,-3,-3,0
704,female,group D,some college,standard,none,63,64,67,64.67,194,True,True,True,True,Average,Writing,-3,1,4
705,female,group B,some high school,free/reduced,completed,59,63,64,62.0,186,False,True,True,False,Average,Writing,-1,4,5
706,male,group A,bachelor's degree,free/reduced,none,62,72,65,66.33,199,True,True,True,True,Average,Reading,7,10,3
707,male,group D,high school,standard,none,46,34,36,38.67,116,False,False,False,False,At Risk,Math,-2,-12,-10
708,male,group C,some college,standard,none,66,59,52,59.0,177,True,False,False,False,At Risk,Math,7,-7,-14
709,male,group D,high school,standard,none,89,87,79,85.0,255,True,True,True,True,Excellent,Math,8,-2,-10
710,female,group D,associate's degree,free/reduced,completed,42,61,58,53.67,161,False,True,False,False,At Risk,Reading,3,19,16
711,male,group C,some college,standard,completed,93,84,90,89.0,267,True,True,True,True,Excellent,Math,-6,-9,-3
712,female,group E,some high school,standard,completed,80,85,85,83.33,250,True,True,True,True,Excellent,Reading,0,5,5
713,female,group D,some college,standard,none,98,100,99,99.0,297,True,True,True,True,Excellent,Reading,1,2,1
714,male,group D,master's degree,standard,none,81,81,84,82.0,246,True,True,True,True,Excellent,Writing,-3,0,3
715,female,group B,some high school,standard,completed,60,70,74,68.0,204,True,True,True,True,Average,Writing,-4,10,14
716,female,group B,associate's degree,free/reduced,completed,76,94,87,85.67,257,True,True,True,True,Excellent,Reading,7,18,11
717,male,group C,associate's degree,standard,completed,73,78,72,74.33,223,True,True,True,True,Good,Reading,6,5,-1
718,female,group C,associate's degree,standard,completed,96,96,99,97.0,291,True,True,True,True,Excellent,Writing,-3,0,3
719,female,group C,high school,standard,none,76,76,74,75.33,226,True,True,True,True,Good,Math,2,0,-2
720,male,group E,associate's degree,free/reduced,completed,91,73,80,81.33,244,True,True,True,True,Excellent,Math,-7,-18,-11
721,female,group C,some college,free/reduced,none,62,72,70,68.0,204,True,True,True,True,Average,Reading,2,10,8
722,male,group D,some high school,free/reduced,completed,55,59,59,57.67,173,False,False,False,False,At Risk,Reading,0,4,4
723,female,group B,some high school,free/reduced,completed,74,90,88,84.0,252,True,True,True,True,Excellent,Reading,2,16,14
724,male,group C,high school,standard,none,50,48,42,46.67,140,False,False,False,False,At Risk,Math,6,-2,-8
725,male,group B,some college,standard,none,47,43,41,43.67,131,False,False,False,False,At Risk,Math,2,-4,-6
726,male,group E,some college,standard,completed,81,74,71,75.33,226,True,True,True,True,Good,Math,3,-7,-10
727,female,group E,associate's degree,standard,completed,65,75,77,72.33,217,True,True,True,True,Good,Writing,-2,10,12
728,male,group E,some high school,standard,completed,68,51,57,58.67,176,True,False,False,False,At Risk,Math,-6,-17,-11
729,female,group D,high school,free/reduced,none,73,92,84,83.0,249,True,True,True,True,Excellent,Reading,8,19,11
730,male,group C,some college,standard,none,53,39,37,43.0,129,False,False,False,False,At Risk,Math,2,-14,-16
731,female,group B,associate's degree,free/reduced,completed,68,77,80,75.0,225,True,True,True,True,Good,Writing,-3,9,12
732,male,group A,some high school,free/reduced,none,55,46,43,48.0,144,False,False,False,False,At Risk,Math,3,-9,-12
733,female,group C,some college,standard,completed,87,89,94,90.0,270,True,True,True,True,Excellent,Writing,-5,2,7
734,male,group D,some high school,standard,none,55,47,44,48.67,146,False,False,False,False,At Risk,Math,3,-8,-11
735,female,group E,some college,free/reduced,none,53,58,57,56.0,168,False,False,False,False,At Risk,Reading,1,5,4
736,male,group C,master's degree,standard,none,67,57,59,61.0,183,True,False,False,False,Average,Math,-2,-10,-8
737,male,group C,associate's degree,standard,none,92,79,84,85.0,255,True,True,True,True,Excellent,Math,-5,-13,-8
738,female,group B,some college,free/reduced,completed,53,66,73,64.0,192,False,True,True,False,Average,Writing,-7,13,20
739,male,group D,associate's degree,standard,none,81,71,73,75.0,225,True,True,True,True,Good,Math,-2,-10,-8
740,male,group C,high school,free/reduced,none,61,60,55,58.67,176,True,True,False,False,At Risk,Math,5,-1,-6
741,male,group D,bachelor's degree,standard,none,80,73,72,75.0,225,True,True,True,True,Good,Math,1,-7,-8
742,female,group A,associate's degree,free/reduced,none,37,57,56,50.0,150,False,False,False,False,At Risk,Reading,1,20,19
743,female,group C,high school,standard,none,81,84,82,82.33,247,True,True,True,True,Excellent,Reading,2,3,1
744,female,group C,associate's degree,standard,completed,59,73,72,68.0,204,False,True,True,False,Average,Reading,1,14,13
745,male,group B,some college,free/reduced,none,55,55,47,52.33,157,False,False,False,False,At Risk,Math,8,0,-8
746,male,group D,associate's degree,standard,none,72,79,74,75.0,225,True,True,True,True,Good,Reading,5,7,2
747,male,group D,high school,standard,none,69,75,71,71.67,215,True,True,True,True,Good,Reading,4,6,2
748,male,group C,some college,standard,none,69,64,68,67.0,201,True,True,True,True,Average,Math,-4,-5,-1
749,female,group C,bachelor's degree,free/reduced,none,50,60,59,56.33,169,False,True,False,False,At Risk,Reading,1,10,9
750,male,group B,some college,standard,completed,87,84,86,85.67,257,True,True,True,True,Excellent,Math,-2,-3,-1
751,male,group D,some high school,standard,completed,71,69,68,69.33,208,True,True,True,True,Average,Math,1,-2,-3
752,male,group E,some college,standard,none,68,72,65,68.33,205,True,True,True,True,Average,Reading,7,4,-3
753,male,group C,master's degree,free/reduced,completed,79,77,75,77.0,231,True,True,True,True,Good,Math,2,-2,-4
754,female,group C,some high school,standard,completed,77,90,85,84.0,252,True,True,True,True,Excellent,Reading,5,13,8
755,male,group C,associate's degree,free/reduced,none,58,55,53,55.33,166,False,False,False,False,At Risk,Math,2,-3,-5
756,female,group E,associate's degree,standard,none,84,95,92,90.33,271,True,True,True,True,Excellent,Reading,3,11,8
757,male,group D,some college,standard,none,55,58,52,55.0,165,False,False,False,False,At Risk,Reading,6,3,-3
758,male,group E,bachelor's degree,free/reduced,completed,70,68,72,70.0,210,True,True,True,True,Good,Writing,-4,-2,2
759,female,group D,some college,free/reduced,completed,52,59,65,58.67,176,False,False,True,False,At Risk,Writing,-6,7,13
760,male,group B,some college,standard,completed,69,77,77,74.33,223,True,True,True,True,Good,Reading,0,8,8
761,female,group C,high school,free/reduced,none,53,72,64,63.0,189,False,True,True,False,Average,Reading,8,19,11
762,female,group D,some high school,standard,none,48,58,54,53.33,160,False,False,False,False,At Risk,Reading,4,10,6
763,male,group D,some high school,standard,completed,78,81,86,81.67,245,True,True,True,True,Excellent,Writing,-5,3,8
764,female,group B,high school,standard,none,62,62,63,62.33,187,True,True,True,True,Average,Writing,-1,0,1
765,male,group D,some college,standard,none,60,63,59,60.67,182,True,True,False,False,Average,Reading,4,3,-1
766,female,group B,high school,standard,none,74,72,72,72.67,218,True,True,True,True,Good,Math,0,-2,-2
767,female,group C,high school,standard,completed,58,75,77,70.0,210,False,True,True,False,Good,Writing,-2,17,19
768,male,group B,high school,standard,completed,76,62,60,66.0,198,True,True,True,True,Average,Math,2,-14,-16
769,female,group D,some high school,standard,none,68,71,75,71.33,214,True,True,True,True,Good,Writing,-4,3,7
770,male,group A,some college,free/reduced,none,58,60,57,58.33,175,False,True,False,False,At Risk,Reading,3,2,-1
771,male,group B,high school,standard,none,52,48,49,49.67,149,False,False,False,False,At Risk,Math,-1,-4,-3
772,male,group D,bachelor's degree,standard,none,75,73,74,74.0,222,True,True,True,True,Good,Math,-1,-2,-1
773,female,group B,some high school,free/reduced,completed,52,67,72,63.67,191,False,True,True,False,Average,Writing,-5,15,20
774,female,group C,bachelor's degree,free/reduced,none,62,78,79,73.0,219,True,True,True,True,Good,Writing,-1,16,17
775,male,group B,some college,standard,none,66,65,60,63.67,191,True,True,True,True,Average,Math,5,-1,-6
776,female,group B,some high school,free/reduced,none,49,58,55,54.0,162,False,False,False,False,At Risk,Reading,3,9,6
777,female,group B,high school,standard,none,66,72,70,69.33,208,True,True,True,True,Average,Reading,2,6,4
778,female,group C,some college,free/reduced,none,35,44,43,40.67,122,False,False,False,False,At Risk,Reading,1,9,8
779,female,group A,some college,standard,completed,72,79,82,77.67,233,True,True,True,True,Good,Writing,-3,7,10
780,male,group E,associate's degree,standard,completed,94,85,82,87.0,261,True,True,True,True,Excellent,Math,3,-9,-12
781,female,group D,associate's degree,free/reduced,none,46,56,57,53.0,159,False,False,False,False,At Risk,Writing,-1,10,11
782,female,group B,master's degree,standard,none,77,90,84,83.67,251,True,True,True,True,Excellent,Reading,6,13,7
783,female,group B,high school,free/reduced,completed,76,85,82,81.0,243,True,True,True,True,Excellent,Reading,3,9,6
784,female,group C,associate's degree,standard,completed,52,59,62,57.67,173,False,False,True,False,At Risk,Writing,-3,7,10
785,male,group C,bachelor's degree,standard,completed,91,81,79,83.67,251,True,True,True,True,Excellent,Math,2,-10,-12
786,female,group B,some high school,standard,completed,32,51,44,42.33,127,False,False,False,False,At Risk,Reading,7,19,12
787,female,group E,some high school,free/reduced,none,72,79,77,76.0,228,True,True,True,True,Good,Reading,2,7,5
788,female,group B,some college,standard,none,19,38,32,29.67,89,False,False,False,False,At Risk,Reading,6,19,13
